model,image,resolution,detections,average confidence
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-42-50.jpg,64,17,0.35392409563064575
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-42-20.jpg,64,53,0.488947331905365
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-42-20.jpg,64,59,0.44434815645217896
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-42-20.jpg,64,31,0.4158388674259186
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-42-20.jpg,64,17,0.3741978108882904
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-42-20.jpg,64,10,0.36348292231559753
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-50-20.jpg,64,63,0.4498802721500397
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-50-20.jpg,64,72,0.43998056650161743
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-50-20.jpg,64,52,0.3967715799808502
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-50-20.jpg,64,45,0.41293099522590637
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-50-20.jpg,64,25,0.37389692664146423
extra_large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-41-20.jpg,64,41,0.47670409083366394
large,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-41-20.jpg,64,44,0.4246212840080261
medium,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-41-20.jpg,64,34,0.41375917196273804
small,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-41-20.jpg,64,12,0.4290081262588501
nano,/home/p01e/64mp_20240825/home/lachlan/django-camera/media/ext/141/2024-08-25/full/cam1/2024-08-25-15-41-20.jpg,64,13,0.3136429488658905
